"","stock","est_m","up_m","dn_m","sd","Year"
"330","Tanner_mat",0.115982031585388,0.509810393418999,0.0263859501970143,0.75541,1979
"331","Tanner_mat",0.224816672002591,1.05831159149899,0.0477577080477144,0.79038,1980
"332","Tanner_mat",0.312522128847736,1.49856562408669,0.065175711660306,0.79979,1981
"333","Tanner_mat",0.645848708497702,1.65325752631767,0.252302226137273,0.47956,1982
"334","Tanner_mat",0.186717219842781,0.908883459858702,0.0383584053683157,0.80746,1983
"335","Tanner_mat",0.111598239974176,0.481227474841361,0.0258800002419634,0.74563,1984
"336","Tanner_mat",0.0661784763215605,0.251762775977958,0.0173957039964747,0.6817,1985
"337","Tanner_mat",0.054820010312054,0.200130264890763,0.0150163871129339,0.66067,1986
"338","Tanner_mat",0.0553764979481675,0.202860404307338,0.0151165849021847,0.66243,1987
"339","Tanner_mat",0.0690378758242471,0.266467445116335,0.0178867189432589,0.68908,1988
"340","Tanner_mat",0.110724516041224,0.483780687479517,0.0253418930723282,0.75234,1989
"341","Tanner_mat",0.273684580979783,1.31439620435881,0.0569868123612076,0.80059,1990
"342","Tanner_mat",0.457883726211402,1.86028629886318,0.112701742122898,0.71524,1991
"343","Tanner_mat",0.397464363690393,1.96204167107962,0.0805171076294631,0.81461,1992
"344","Tanner_mat",0.481615115247187,1.89937939764907,0.122120477626354,0.70007,1993
"345","Tanner_mat",0.306502305993874,1.57532562981998,0.0596344411601414,0.8352,1994
"346","Tanner_mat",0.362910148554434,1.77305917115311,0.0742805305466188,0.80934,1995
"347","Tanner_mat",0.782391519034586,1.94391970272004,0.314898032156736,0.46434,1996
"348","Tanner_mat",0.234237434666568,1.22147164721838,0.044918910663315,0.84259,1997
"349","Tanner_mat",0.178640477228507,0.865283915407476,0.0368808659633998,0.80494,1998
"350","Tanner_mat",0.168994349420448,0.812009207174412,0.0351708944722673,0.80084,1999
"351","Tanner_mat",0.163693418509153,0.775228077016455,0.0345647120604017,0.79345,2000
"352","Tanner_mat",0.139374600937577,0.642531908764023,0.0302323964328486,0.77972,2001
"353","Tanner_mat",0.137854017216008,0.63644428385545,0.0298592202721514,0.78046,2002
"354","Tanner_mat",0.177941577296603,0.895425369884541,0.0353610764176645,0.82441,2003
"355","Tanner_mat",0.360306579580556,2.00871015067299,0.0646289516909869,0.87668,2004
"356","Tanner_mat",0.291711493821477,1.62018380065021,0.0525221864293466,0.87476,2005
"357","Tanner_mat",0.682037934671551,2.40986324239918,0.193029934706137,0.644,2006
"358","Tanner_mat",0.663172593933089,2.01950816683144,0.21777475157923,0.56815,2007
"359","Tanner_mat",0.216282468735301,1.15978703761389,0.0403333584228325,0.85684,2008
"360","Tanner_mat",0.620661148848608,1.97646836883214,0.194903327452538,0.59096,2009
"361","Tanner_mat",0.430176366385484,1.8572735889896,0.0996362126149064,0.74626,2010
"362","Tanner_mat",0.189705957060741,0.986485748649895,0.0364813685282179,0.84116,2011
"363","Tanner_mat",0.2151241447616,1.17343811557325,0.0394382942272176,0.86555,2012
"364","Tanner_mat",0.458699485054041,2.17046102737821,0.0969403343044585,0.79301,2013
"365","Tanner_mat",0.57639620433594,2.16192969459595,0.153674092734533,0.67447,2014
"366","Tanner_mat",0.227715098356813,1.22564887789748,0.042307521309533,0.85874,2015
"367","Tanner_mat",0.244279797400897,1.25468506892858,0.0475598386367822,0.83486,2016
"368","Tanner_mat",0.327925116505519,1.70510245527421,0.0630665223092796,0.84112,2017
"369","Tanner_mat",0.619222884015595,2.06921312053416,0.185305697264092,0.61554,2018
"370","Tanner_mat",0.241089993061654,1.52969412940955,0.0379973902213403,0.94268,2019
"371","Tanner_mat",0.287023840134968,1.66038383243724,0.0496166507986867,0.89553,2020
"372","Tanner_mat",0.305871561133785,1.71008794668159,0.0547091230553176,0.87813,2021
"373","Tanner_mat",0.37412698766005,2.14693834141429,0.0651956324015236,0.89143,2022
"374","Tanner_mat",0.277635826688691,2.2975124634022,0.0335500474922208,1.0782,2023
