"","obs","preds","y_up","y_dn","year","stock"
"295",0.163732,0.176441693925495,0.197655639736534,0.155227748114456,2008,"Snow_mat"
"305",0.17621,0.184337469353906,0.206225831763263,0.16244910694455,2009,"Snow_mat"
"315",0.358843,0.16237428025945,0.183465629431041,0.141282931087858,2010,"Snow_mat"
"325",0.344439,0.249459622030167,0.274450377841662,0.224468866218672,2011,"Snow_mat"
"335",0.26429,0.356501370223489,0.421048580350708,0.29195416009627,2012,"Snow_mat"
"345",0.252643,0.190566475903008,0.213006151427587,0.168126800378429,2013,"Snow_mat"
"355",0.479842,0.281716918615568,0.313148938823108,0.250284898408027,2014,"Snow_mat"
"365",0.429726,0.258190622065159,0.294663045502459,0.221718198627858,2015,"Snow_mat"
"375",0.225794,0.147956800772549,0.170717083549744,0.125196517995353,2016,"Snow_mat"
"385",0.178123,0.414901318157307,0.466353121086116,0.363449515228499,2017,"Snow_mat"
"395",0.436927,0.508894970279843,0.588600373196547,0.429189567363138,2018,"Snow_mat"
"405",1.73184,0.68578714353846,0.724117137843995,0.647457149232925,2019,"Snow_mat"
"425",0.118208,0.230192620369342,0.273106888657278,0.187278352081407,2021,"Snow_mat"
"435",0.19728,0.0818927344074822,0.101289708399653,0.0624957604153112,2022,"Snow_mat"
"66",0.243472957853988,0.317043349371642,0.364455529865275,0.269631168878009,1980,"Tanner_mat"
"76",0.318762308029375,0.284966650343049,0.329791257646157,0.240142043039942,1981,"Tanner_mat"
"86",0.534043035509569,0.356863371032274,0.399263989195784,0.314462752868764,1982,"Tanner_mat"
"96",0.191408957802739,0.16489704551722,0.19824342248814,0.1315506685463,1983,"Tanner_mat"
"106",0.121800947705049,0.189204714205296,0.221045423399749,0.157364005010843,1984,"Tanner_mat"
"116",0.0735281343604699,0.246825637820333,0.275465083923785,0.21818619171688,1985,"Tanner_mat"
"126",0.060799502309988,0.254507961822647,0.293473347451712,0.215542576193583,1986,"Tanner_mat"
"136",0.0610723004287218,0.19137336663431,0.220920853535015,0.161825879733604,1987,"Tanner_mat"
"146",0.0757404975840351,0.265804556102325,0.303404557397084,0.228204554807567,1988,"Tanner_mat"
"156",0.119670491395833,0.257786136141733,0.301941692863404,0.213630579420062,1989,"Tanner_mat"
"166",0.22126852711394,0.302564032836234,0.3595718606999,0.245556204972568,1990,"Tanner_mat"
"176",0.337257002703437,0.309190852782131,0.365460884927588,0.252920820636674,1991,"Tanner_mat"
"186",0.555309168967773,0.419407789754421,0.488385460296361,0.350430119212481,1992,"Tanner_mat"
"196",0.308902938630575,0.348897657118738,0.400737020224063,0.297058294013413,1993,"Tanner_mat"
"206",0.215198139448118,0.348466979275783,0.394720864933487,0.302213093618079,1994,"Tanner_mat"
"216",0.277969574214449,0.345837470327998,0.399963102009769,0.291711838646226,1995,"Tanner_mat"
"226",0.629517104017046,0.390645387358334,0.441737025099639,0.33955374961703,1996,"Tanner_mat"
"236",0.224766496368012,0.274049102144897,0.322212077544753,0.225886126745042,1997,"Tanner_mat"
"246",0.182601873599661,0.206336582498055,0.250093492244351,0.162579672751759,1998,"Tanner_mat"
"256",0.187717424521149,0.234111412693595,0.277567214940614,0.190655610446575,1999,"Tanner_mat"
"266",0.187134809071851,0.223879861428623,0.268882160517529,0.178877562339718,2000,"Tanner_mat"
"276",0.148791351428046,0.247436952874388,0.30133416265581,0.193539743092967,2001,"Tanner_mat"
"286",0.136682713331617,0.189628005219565,0.22064636788919,0.158609642549941,2002,"Tanner_mat"
"296",0.160451473428553,0.248752557394746,0.285933611771203,0.211571503018288,2003,"Tanner_mat"
"306",0.409888041550122,0.222277820548807,0.262199070505286,0.182356570592329,2004,"Tanner_mat"
"316",0.408276610051201,0.217119184099596,0.251788053947522,0.18245031425167,2005,"Tanner_mat"
"326",0.507381382670736,0.22966460042636,0.256812086405563,0.202517114447157,2006,"Tanner_mat"
"336",0.389286296499769,0.304560052602197,0.357820814787681,0.251299290416713,2007,"Tanner_mat"
"346",0.158130277009596,0.326754389985457,0.364843654281196,0.288665125689718,2008,"Tanner_mat"
"356",0.384132847356575,0.227179503030487,0.259169686425625,0.195189319635349,2009,"Tanner_mat"
"366",0.251889810730974,0.22445341553675,0.255506965044623,0.193399866028876,2010,"Tanner_mat"
"376",0.19686543400263,0.243942838758197,0.282089582209224,0.205796095307169,2011,"Tanner_mat"
"386",0.204719980055771,0.284856274909738,0.357816524411687,0.211896025407788,2012,"Tanner_mat"
"396",0.38226146896997,0.276333209888673,0.316107111659552,0.236559308117794,2013,"Tanner_mat"
"406",0.378901130763147,0.341184131270487,0.376351647466223,0.306016615074751,2014,"Tanner_mat"
"414",0.17511640535283,0.415271926871811,0.465736974805225,0.364806878938397,2015,"Tanner_mat"
"426",0.223728539701993,0.327883099225379,0.389880531760681,0.265885666690076,2016,"Tanner_mat"
"436",0.361996174771905,0.391283413056099,0.439530420786755,0.343036405325442,2017,"Tanner_mat"
